"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"108","10200302","Point","Ext Comb /Industrial /Lignite /Pulverized Coal: Dry Bottom, Tangential Fired","Fuel Comb - Industrial Boilers, ICEs - Coal","","","External Combustion Boilers","Industrial","Lignite","Pulverized Coal: Dry Bottom, Tangential Fired",NA,NA,"","",""
"109","10200303","Point","Ext Comb /Industrial /Lignite /Cyclone Furnace","Fuel Comb - Industrial Boilers, ICEs - Coal","","","External Combustion Boilers","Industrial","Lignite","Cyclone Furnace",NA,NA,"","",""
"110","10200304","Point","Ext Comb /Industrial /Lignite /Traveling Grate (Overfeed) Stoker","Fuel Comb - Industrial Boilers, ICEs - Coal","","","External Combustion Boilers","Industrial","Lignite","Traveling Grate (Overfeed) Stoker",NA,NA,"","",""
"111","10200306","Point","Ext Comb /Industrial /Lignite /Spreader Stoker","Fuel Comb - Industrial Boilers, ICEs - Coal","","","External Combustion Boilers","Industrial","Lignite","Spreader Stoker",NA,NA,"","",""
"112","10200307","Point","Ext Comb /Industrial /Lignite /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Coal","","","External Combustion Boilers","Industrial","Lignite","Cogeneration",NA,NA,"","",""
"113","10200401","Point","Ext Comb /Industrial /Residual Oil /Grade 6 Oil","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Residual Oil","Grade 6 Oil",NA,NA,"","",""
"114","10200402","Point","Ext Comb /Industrial /Residual Oil /10-100 Million Btu/hr **","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Residual Oil","10-100 Million Btu/hr **",NA,NA,"","",""
"115","10200403","Point","Ext Comb /Industrial /Residual Oil /< 10 Million Btu/hr **","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Residual Oil","< 10 Million Btu/hr **",NA,NA,"","",""
"116","10200404","Point","Ext Comb /Industrial /Residual Oil /Grade 5 Oil","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Residual Oil","Grade 5 Oil",NA,NA,"","",""
"117","10200405","Point","Ext Comb /Industrial /Residual Oil /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Residual Oil","Cogeneration",NA,NA,"","",""
"118","10200501","Point","Ext Comb /Industrial /Distillate Oil /Grades 1 and 2 Oil","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Distillate Oil","Grades 1 and 2 Oil",NA,NA,"","",""
"119","10200502","Point","Ext Comb /Industrial /Distillate Oil /10-100 Million Btu/hr **","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Distillate Oil","10-100 Million Btu/hr **",NA,NA,"","",""
"120","10200503","Point","Ext Comb /Industrial /Distillate Oil /< 10 Million Btu/hr **","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Distillate Oil","< 10 Million Btu/hr **",NA,NA,"","",""
"121","10200504","Point","Ext Comb /Industrial /Distillate Oil /Grade 4 Oil","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Distillate Oil","Grade 4 Oil",NA,NA,"","",""
"122","10200505","Point","Ext Comb /Industrial /Distillate Oil /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Oil","","","External Combustion Boilers","Industrial","Distillate Oil","Cogeneration",NA,NA,"","",""
"123","10200601","Point","Ext Comb /Industrial /Natural Gas /> 100 Million Btu/hr","Fuel Comb - Industrial Boilers, ICEs - Natural Gas","","","External Combustion Boilers","Industrial","Natural Gas","> 100 Million Btu/hr",NA,NA,"","",""
"124","10200602","Point","Ext Comb /Industrial /Natural Gas /10-100 Million Btu/hr","Fuel Comb - Industrial Boilers, ICEs - Natural Gas","","","External Combustion Boilers","Industrial","Natural Gas","10-100 Million Btu/hr",NA,NA,"","",""
"125","10200603","Point","Ext Comb /Industrial /Natural Gas /< 10 Million Btu/hr","Fuel Comb - Industrial Boilers, ICEs - Natural Gas","","","External Combustion Boilers","Industrial","Natural Gas","< 10 Million Btu/hr",NA,NA,"","",""
"126","10200604","Point","Ext Comb /Industrial /Natural Gas /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Natural Gas","","","External Combustion Boilers","Industrial","Natural Gas","Cogeneration",NA,NA,"","",""
"127","10200701","Point","Ext Comb /Industrial /Process Gas /Petroleum Refinery Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Petroleum Refinery Gas",NA,NA,"","",""
"128","10200704","Point","Ext Comb /Industrial /Process Gas /Blast Furnace Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Blast Furnace Gas",NA,NA,"","",""
"129","10200707","Point","Ext Comb /Industrial /Process Gas /Coke Oven Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Coke Oven Gas",NA,NA,"","",""
"130","10200710","Point","Ext Comb /Industrial /Process Gas /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Cogeneration",NA,NA,"","",""
"131","10200711","Point","Ext Comb /Industrial /Process Gas /Landfill Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Landfill Gas",NA,NA,"1/31/2003 0:00:00","",""
"132","10200799","Point","Ext Comb /Industrial /Process Gas /Other: Specify in Comments","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Process Gas","Other: Specify in Comments",NA,NA,"","",""
"133","10200802","Point","Ext Comb /Industrial /Petroleum Coke /All Boiler Sizes","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Petroleum Coke","All Boiler Sizes",NA,NA,"","2/2/2004 0:00:00",""
"134","10200804","Point","Ext Comb /Industrial /Petroleum Coke /Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Petroleum Coke","Cogeneration",NA,NA,"","2/2/2004 0:00:00",""
"135","10200901","Point","Ext Comb /Industrial /Bark-fired Boiler","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler",NA,NA,"","9/26/2001 0:00:00",""
"136","10200902","Point","Ext Comb /Industrial /Wood/Bark-fired Boiler","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler",NA,NA,"","9/26/2001 0:00:00",""
"137","10200903","Point","Ext Comb /Industrial /Wood-fired Boiler - Wet Wood (:=20% moisture)","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Wet Wood (:=20% moisture)",NA,NA,"","9/26/2001 0:00:00",""
"138","10200904","Point","Ext Comb /Industrial /Bark-fired Boiler (< 50,000 Lb Steam) **","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler (< 50,000 Lb Steam) **",NA,NA,"","9/26/2001 0:00:00",""
"139","10200905","Point","Ext Comb /Industrial /Wood/Bark-fired Boiler (< 50,000 Lb Steam) **","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler (< 50,000 Lb Steam) **",NA,NA,"","9/26/2001 0:00:00",""
"140","10200906","Point","Ext Comb /Industrial /Wood-fired Boiler (< 50,000 Lb Steam) **","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler (< 50,000 Lb Steam) **",NA,NA,"","9/26/2001 0:00:00",""
"141","10200907","Point","Ext Comb /Industrial /Wood/Bark Waste /Wood Cogeneration","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood Cogeneration",NA,NA,"","",""
"142","10200908","Point","Ext Comb /Industrial /Wood-fired Boiler - Dry Wood (<20% moisture)","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Dry Wood (<20% moisture)",NA,NA,"9/26/2001 0:00:00","",""
"143","10200910","Point","Ext Comb /Industrial /Wood/Bark Waste /Fuel cell/Dutch oven boilers **","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Fuel cell/Dutch oven boilers **",NA,NA,"","9/26/2001 0:00:00",""
"144","10200911","Point","Ext Comb /Industrial /Wood/Bark Waste /Stoker boilers **","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Stoker boilers **",NA,NA,"","9/26/2001 0:00:00",""
"145","10200912","Point","Ext Comb /Industrial /Wood/Bark Waste /Fluidized bed combustion boiler","Fuel Comb - Industrial Boilers, ICEs - Biomass","","","External Combustion Boilers","Industrial","Wood/Bark Waste","Fluidized bed combustion boiler",NA,NA,"","",""
"146","10201001","Point","Ext Comb /Industrial /LPG /Butane","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane",NA,NA,"","",""
"147","10201002","Point","Ext Comb /Industrial /LPG /Propane","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Propane",NA,NA,"","",""
"148","10201003","Point","Ext Comb /Industrial /LPG /Butane/Propane Mixture: Specify Percent Butane in Comments","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane/Propane Mixture: Specify Percent Butane in Comments",NA,NA,"","",""
"149","10201101","Point","Ext Comb /Industrial /Bagasse /All Boiler Sizes","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Bagasse","All Boiler Sizes",NA,NA,"","",""
"150","10201201","Point","Ext Comb /Industrial /Solid Waste /Specify Waste Material in Comments","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Solid Waste","Specify Waste Material in Comments",NA,NA,"","",""
"151","10201202","Point","Ext Comb /Industrial /Solid Waste /Refuse Derived Fuel","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Solid Waste","Refuse Derived Fuel",NA,NA,"","",""
"152","10201301","Point","Ext Comb /Industrial /Liquid Waste /Specify Waste Material in Comments","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquid Waste","Specify Waste Material in Comments",NA,NA,"","",""
"153","10201302","Point","Ext Comb /Industrial /Liquid Waste /Waste Oil","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquid Waste","Waste Oil",NA,NA,"","",""
"154","10201303","Point","Ext Comb /Industrial /Liquid Waste /Salable Animal Fat","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Liquid Waste","Salable Animal Fat",NA,NA,"8/1/2002 0:00:00","",""
"155","10201401","Point","Ext Comb /Industrial /CO Boiler /Natural Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","CO Boiler","Natural Gas",NA,NA,"","",""
"156","10201402","Point","Ext Comb /Industrial /CO Boiler /Process Gas","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","CO Boiler","Process Gas",NA,NA,"","",""
"157","10201403","Point","Ext Comb /Industrial /CO Boiler /Distillate Oil","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","CO Boiler","Distillate Oil",NA,NA,"","",""
"158","10201404","Point","Ext Comb /Industrial /CO Boiler /Residual Oil","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","CO Boiler","Residual Oil",NA,NA,"","",""
"159","10201601","Point","Ext Comb /Industrial /Methanol","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Methanol","Industrial Boiler",NA,NA,"","",""
"160","10201701","Point","Ext Comb /Industrial /Gasoline","Fuel Comb - Industrial Boilers, ICEs - Other","","","External Combustion Boilers","Industrial","Gasoline","Industrial Boiler",NA,NA,"","",""
"161","10300101","Point","Ext Comb /Comm-Inst /Anthracite Coal /Pulverized Coal","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Pulverized Coal",NA,NA,"","",""
"162","10300102","Point","Ext Comb /Comm-Inst /Anthracite Coal /Traveling Grate (Overfeed) Stoker","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Traveling Grate (Overfeed) Stoker",NA,NA,"","",""
"163","10300103","Point","Ext Comb /Comm-Inst /Anthracite Coal /Hand-fired","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Hand-fired",NA,NA,"","",""
"164","10300203","Point","Ext Comb /Comm-Inst /Bituminous Coal /Cyclone Furnace","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Cyclone Furnace (Bituminous Coal)",NA,NA,"","",""
"165","10300205","Point","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Wet Bottom","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Bituminous Coal)",NA,NA,"","",""
"166","10300206","Point","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Dry Bottom","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Bituminous Coal)",NA,NA,"","",""
"167","10300207","Point","Ext Comb /Comm-Inst /Bituminous Coal /Overfeed Stoker","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker (Bituminous Coal)",NA,NA,"","",""
"168","10300208","Point","Ext Comb /Comm-Inst /Bituminous Coal /Underfeed Stoker","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Underfeed Stoker (Bituminous Coal)",NA,NA,"","",""
"169","10300209","Point","Ext Comb /Comm-Inst /Bituminous Coal /Spreader Stoker","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Spreader Stoker (Bituminous Coal)",NA,NA,"","",""
"170","10300211","Point","Ext Comb /Comm-Inst /Bitum/Subbit Coal /Overfeed Stoker **","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker **",NA,NA,"","",""
"171","10300214","Point","Ext Comb /Comm-Inst /Bituminous Coal /Hand-fired","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Hand-fired (Bituminous Coal)",NA,NA,"","",""
"172","10300216","Point","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Dry Bottom (Tangential)","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)",NA,NA,"","",""
"173","10300217","Point","Ext Comb /Comm-Inst /Bituminous Coal /Atmospheric Fluidized Bed Combustion: Bubbling Bed","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)",NA,NA,"","",""
"174","10300218","Point","Ext Comb /Comm-Inst /Bituminous Coal /Atmospheric Fluidized Bed Combustion: Circulating Bed","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)",NA,NA,"","",""
"175","10300221","Point","Ext Comb /Comm-Inst /Subbituminous Coal /Pulverized Coal: Wet Bottom","Fuel Comb - Comm/Institutional - Coal","","","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Subbituminous Coal)",NA,NA,"","",""
